Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Percent,Greater75Percent
10/22/21,42,TN,"9,119,650","413,400","3,530,440","5,175,810",0,"133,540","156,277","171,450","797,595","7,276,374",79.78786467,1
10/22/21,42,WV,"3,104,085","131,100","1,234,980","1,738,005",0,"173,205","199,256","216,678","845,774","1,585,187",51.06777037,0
10/22/21,42,IN,"8,819,650","472,500","3,307,720","5,039,430",0,"131,007","154,594","170,783","812,315","7,060,515",80.05436724,1
10/22/21,42,MP,"86,860","2,800","20,760","63,300",0,"152,702","178,813","196,055","901,224","71,778",82.63642643,1
10/22/21,42,NH,"2,262,200","130,700","865,560","1,265,940",0,"166,374","188,742","204,824","891,107","1,876,019",82.92896296,1
10/22/21,42,OK,"5,245,690","262,300","2,278,380","2,705,010",0,"132,568","157,755","174,581","825,921","4,375,374",83.4089319,1
10/22/21,42,AL,"7,045,270","317,000","3,129,080","3,599,190",0,"143,688","168,270","184,679","829,014","4,742,444",67.31387158,0
10/22/21,42,IH2,"2,189,465","88,100","1,041,000","1,060,365",0,"105,121",0,0,0,"1,701,973",77.73465207,1
10/22/21,42,DE,"1,629,445","68,700","640,660","920,085",0,"167,335","194,026","211,563","862,569","1,272,284",78.08081893,1
10/22/21,42,AZ,"10,471,530","479,600","4,175,980","5,815,950",0,"143,865","168,731","185,715","800,188","8,602,398",82.15034479,1
10/22/21,42,AS,"70,650",600,"20,700","49,350",0,"126,865","148,559","162,882","748,728","65,441",92.62703468,1
10/22/21,42,NV,"4,240,960","207,900","1,513,420","2,519,640",0,"137,687","161,757","177,631","855,081","3,558,077",83.89791462,1
10/22/21,42,NM,"3,124,925","151,000","1,285,540","1,688,385",0,"149,031","174,828","192,779","827,562","2,932,485",93.8417722,1
10/22/21,42,PA,"20,400,035","1,186,000","8,217,340","10,996,695",0,"159,351","184,090","200,642","852,359","17,146,754",84.05257148,1
10/22/21,42,UT,"4,263,020","191,000","1,563,360","2,508,660",0,"132,972","164,452","187,404","1,165,170","3,633,463",85.2321359,1
10/22/21,42,FL,"34,507,895","1,859,200","13,338,280","19,310,415",0,"160,668","184,573","200,071","767,296","27,997,140",81.13256401,1
10/22/21,42,OR,"7,075,885","371,000","2,788,460","3,916,425",0,"167,765","193,978","211,146","923,648","5,496,828",77.68396462,1
10/22/21,42,AR,"4,290,340","202,000","1,864,800","2,223,540",0,"142,168","167,772","185,116","818,952","3,168,727",73.85724675,1
10/22/21,42,CT,"5,959,195","279,800","2,357,060","3,322,335",0,"167,145","191,864","209,990","945,538","5,276,862",88.5499132,1
10/22/21,42,WI,"8,011,125","359,800","3,112,940","4,538,385",0,"137,591","160,229","175,843","787,533","7,159,648",89.37131801,1
10/22/21,42,KS,"4,138,455","209,300","1,669,060","2,260,095",0,"142,053","168,800","187,001","870,361","3,251,403",78.56562413,1
10/22/21,42,NE,"2,731,190","123,400","1,013,920","1,593,870",0,"141,190","168,862","187,282","874,098","2,282,268",83.56313548,1
10/22/21,42,DD2,"5,536,590","198,600","1,906,200","3,431,790",0,0,0,0,0,"6,134,515",110.7995174,1
10/22/21,42,ID,"2,373,300","123,100","928,460","1,321,740",0,"132,804",0,"177,262","816,493","1,664,702",70.14292336,0
10/22/21,42,BP2,"262,810","12,800","110,780","139,230",0,0,0,0,0,"235,956",89.78197177,1
10/22/21,42,US,"501,613,665","24,135,600","195,433,980","282,024,735","19,350","151,090","176,907","194,228","917,084","411,963,025",82.12755229,1
10/22/21,42,MD,"10,553,790","475,000","3,923,780","6,155,010",0,"174,567","204,416","224,025","1,100,050","8,343,034",79.05249204,1
10/22/21,42,PR,"4,986,390","195,900","2,053,080","2,737,410",0,"156,132","175,066","190,250","918,426","4,936,282",98.99510467,1
10/22/21,42,NY,"31,217,475","1,445,900","11,701,960","18,069,615",0,"160,472","186,115","202,379","947,090","27,062,928",86.69159822,1
10/22/21,42,NC,"15,353,510","727,300","5,975,980","8,650,230",0,"146,390","170,869","187,527","876,795","12,041,740",78.42988346,1
10/22/21,42,SC,"7,351,775","354,400","3,101,560","3,895,815",0,"142,789","166,331","182,086","784,589","5,573,990",75.81828878,1
10/22/21,42,MS,"3,994,565","180,800","1,663,740","2,150,025",0,"134,219","158,425","175,387","820,757","2,929,949",73.34838712,0
10/22/21,42,HI,"2,473,120","101,000","920,540","1,451,580",0,"174,671","204,203","221,605","921,266","1,951,288",78.8998512,1
10/22/21,42,VI,"115,260","1,500","30,480","83,280",0,"110,107","128,933","141,366","649,828","107,313",93.10515357,1
10/22/21,42,GA,"15,339,265","658,100","6,310,760","8,370,405",0,"144,473","170,662","189,058","1,011,190","11,222,100",73.15930718,1
10/22/21,42,LA,"6,047,370","265,000","2,580,920","3,201,450",0,"130,085","154,139","169,814","816,085","4,767,678",78.83886714,1
10/22/21,42,IL,"18,889,835","927,200","7,039,440","10,923,195",0,"149,070","174,296","191,698","924,508","15,702,093",83.12456408,1
10/22/21,42,RI,"1,786,595","75,700","700,960","1,009,935",0,"168,648","192,627","208,991","955,163","1,527,156",85.47857797,1
10/22/21,42,SD,"1,281,075","70,000","533,420","677,655",0,"144,810","173,564","191,905","843,528","999,693",78.03547802,1
10/22/21,42,MI,"14,231,270","715,300","5,833,900","7,682,070",0,"142,500","165,576","181,454","806,121","11,140,293",78.28038538,1
10/22/21,42,NJ,"14,719,225","699,800","5,625,980","8,393,445",0,"165,716","193,207","211,982","997,552","12,032,967",81.75000382,1
10/22/21,42,IA,"4,500,875","223,900","1,751,020","2,525,955",0,"142,655","168,176","185,356","813,969","3,622,282",80.47950676,1
10/22/21,42,VT,"1,123,010","61,900","463,240","597,870",0,"179,973","203,832","220,205","898,128","949,114",84.51518686,1
10/22/21,42,TX,"43,656,335","2,116,300","16,792,900","24,747,135",0,"150,560","181,138","202,149","1,169,090","33,712,900",77.22338579,1
10/22/21,42,CA,"61,321,935","2,906,000","23,121,040","35,294,895",0,"155,197","182,255","200,283","1,050,370","52,985,233",86.40502456,1
10/22/21,42,AK,"1,128,425","72,400","444,400","611,625",0,"154,252","185,329","204,587","1,232,070","849,541",75.28555287,1
10/22/21,42,OH,"15,940,845","741,900","6,316,560","8,882,385",0,"136,374","159,397","174,961","779,001","12,671,838",79.49288761,1
10/22/21,42,WY,"712,015","38,600","321,800","351,615",0,"123,024","145,096","159,994","717,909","555,247",77.98248632,1
10/22/21,42,MT,"1,428,465","84,500","594,220","749,745",0,"133,654","155,674","170,017","691,962","1,154,718",80.8362823,1
10/22/21,42,MO,"8,263,765","341,300","3,214,700","4,707,765",0,"134,645","157,835","173,359","778,105","6,629,366",80.22210215,1
10/22/21,42,GU,"244,850","20,500","74,200","150,150",0,"147,706","172,963","189,639","871,756","247,874",101.2350419,1
10/22/21,42,DC,"1,282,635","58,100","487,300","737,235",0,"181,741","210,353","222,070","1,468,500","1,045,370",81.50175225,1
10/22/21,42,ND,"994,740","42,300","385,680","566,760",0,"130,533","156,100","170,950","830,022","792,041",79.62291654,1
10/22/21,42,RP,"33,090","3,800","22,900","6,390",0,"184,788","216,388","237,255","1,090,640","31,518",95.24932004,1
10/22/21,42,CO,"8,747,685","389,200","3,369,080","4,989,405",0,"151,903","177,220","194,427","1,038,410","7,517,784",85.94026877,1
10/22/21,42,MA,"11,621,650","503,200","4,513,140","6,605,310",0,"168,613","193,155","209,788","993,871","10,204,856",87.80901163,1
10/22/21,42,FM,"88,470","11,500","74,000","2,970",0,"85,360","99,956","109,593","503,787","75,240",85.04577823,1
10/22/21,42,VA,"13,480,695","599,100","4,994,040","7,887,555",0,"157,936","184,491","201,968","992,026","11,449,069",84.92936751,1
10/22/21,42,MN,"8,355,900","394,300","3,137,180","4,824,420",0,"148,164","174,880","192,689","907,873","7,018,451",83.99395637,1
10/22/21,42,ME,"2,276,840","125,200","931,600","1,220,040",0,"169,381","192,149","207,860","798,149","1,913,254",84.0311133,1
10/22/21,42,WA,"12,082,075","603,000","4,599,580","6,879,495",0,"158,664","185,852","202,998","998,747","10,080,829",83.43623922,1
10/22/21,42,MH,"57,140","11,300","43,500","2,340",0,"97,821","114,546","125,591","577,347","41,351",72.36786839,0
10/22/21,42,KY,"6,163,365","301,900","2,624,120","3,237,345",0,"137,955","161,931","177,885","821,164","5,206,923",84.48182121,1
10/22/21,42,VA2,"6,631,120","542,900","3,138,260","2,949,960",0,0,0,0,0,"5,911,776",89.15199846,1
10/21/21,42,CT,"5,924,555","278,300","2,341,380","3,304,875",0,"166,173","190,749","208,769","940,041","5,265,418",88.87448931,1
10/21/21,42,ME,"2,258,990","124,000","927,820","1,207,170",0,"168,053","190,642","206,231","791,892","1,908,440",84.48200302,1
10/21/21,42,SD,"1,272,815","69,700","531,040","672,075",0,"143,876","172,445","190,667","838,090","996,850",78.31853019,1
10/21/21,42,AZ,"10,410,270","476,600","4,157,500","5,776,170",0,"143,023","167,744","184,629","795,507","8,578,327",82.40254095,1
10/21/21,42,US,"498,702,405","24,030,600","194,485,320","280,167,135","19,350","150,213","175,881","193,101","911,762","411,010,650",82.41601522,1
10/21/21,42,AK,"1,125,115","72,100","442,560","610,455",0,"153,800","184,785","203,987","1,228,450","847,207",75.2995916,1
10/21/21,42,NJ,"14,605,965","695,500","5,605,400","8,305,065",0,"164,441","191,720","210,351","989,876","12,010,472",82.22991086,1
10/21/21,42,IL,"18,806,625","923,900","7,007,680","10,875,045",0,"148,413","173,528","190,854","920,435","15,701,304",83.48815378,1
10/21/21,42,UT,"4,223,310","190,400","1,558,180","2,474,730",0,"131,733","162,920","185,658","1,154,310","3,622,509",85.77416766,1
10/21/21,42,OH,"15,858,435","734,800","6,286,160","8,837,475",0,"135,669","158,573","174,057","774,973","12,644,571",79.73404059,1
10/21/21,42,ID,"2,364,980","123,100","924,820","1,317,060",0,"132,339",0,"176,641","813,631","1,659,029",70.14981099,0
10/21/21,42,MH,"57,140","11,300","43,500","2,340",0,"97,821","114,546","125,591","577,347","41,351",72.36786839,0
10/21/21,42,SC,"7,313,425","354,000","3,079,720","3,879,705",0,"142,044","165,463","181,136","780,496","5,563,700",76.07516314,1
10/21/21,42,ND,"990,780","42,300","385,680","562,800",0,"130,013","155,478","170,269","826,718","789,310",79.66551606,1
10/21/21,42,AL,"6,999,770","316,600","3,112,240","3,570,930",0,"142,760","167,183","183,486","823,660","4,732,829",67.61406446,0
10/21/21,42,LA,"6,020,180","263,800","2,570,140","3,186,240",0,"129,500","153,446","169,051","812,416","4,757,889",79.0323379,1
10/21/21,42,FL,"34,307,395","1,855,800","13,272,760","19,178,835",0,"159,735","183,501","198,909","762,838","27,897,250",81.31555893,1
10/21/21,42,HI,"2,458,470","100,800","916,620","1,441,050",0,"173,636","202,993","220,292","915,809","1,948,246",79.24627919,1
10/21/21,42,NV,"4,212,770","207,400","1,507,960","2,497,410",0,"136,771","160,682","176,450","849,397","3,549,119",84.2466833,1
10/21/21,42,MI,"14,151,580","713,500","5,795,520","7,642,560",0,"141,702","164,649","180,438","801,607","11,123,961",78.60578819,1
10/21/21,42,VI,"115,260","1,500","30,480","83,280",0,"110,107","128,933","141,366","649,828","107,054",92.88044421,1
10/21/21,42,CA,"61,020,085","2,898,100","23,053,620","35,068,365",0,"154,433","181,358","199,298","1,045,200","52,869,188",86.64227197,1
10/21/21,42,TN,"9,051,280","412,000","3,505,320","5,133,960",0,"132,538","155,105","170,165","791,616","7,259,764",80.20704254,1
10/21/21,42,NC,"15,282,030","726,600","5,948,400","8,607,030",0,"145,709","170,074","186,654","872,713","12,001,934",78.53625467,1
10/21/21,42,FM,"88,470","11,500","74,000","2,970",0,"85,360","99,956","109,593","503,787","75,124",84.91466034,1
10/21/21,42,BP2,"262,810","12,800","110,780","139,230",0,0,0,0,0,"235,847",89.74049694,1
10/21/21,42,DD2,"5,528,790","198,600","1,905,420","3,424,770",0,0,0,0,0,"6,120,334",110.6993393,1
10/21/21,42,AS,"68,550",600,"18,600","49,350",0,"123,094","144,143","158,040","726,473","65,441",95.46462436,1
10/21/21,42,CO,"8,677,815","388,100","3,348,280","4,941,435",0,"150,690","175,804","192,874","1,030,120","7,499,427",86.42068309,1
10/21/21,42,VA,"13,405,045","598,400","4,973,360","7,833,285",0,"157,050","183,456","200,835","986,459","11,421,829",85.20545063,1
10/21/21,42,KS,"4,067,815","199,200","1,629,580","2,239,035",0,"139,628","165,918","183,809","855,505","3,243,579",79.73762327,1
10/21/21,42,WA,"11,999,595","601,300","4,589,180","6,809,115",0,"157,581","184,583","201,612","991,929","10,055,713",83.8004366,1
10/21/21,42,DC,"1,276,265","58,000","486,880","731,385",0,"180,838","209,308","220,967","1,461,210","1,040,743",81.54599554,1
10/21/21,42,MN,"8,312,810","393,700","3,121,780","4,797,330",0,"147,400","173,978","191,695","903,191","7,001,256",84.22249516,1
10/21/21,42,TX,"43,443,245","2,109,300","16,710,020","24,623,925",0,"149,826","180,254","201,163","1,163,380","33,708,778",77.59267983,1
10/21/21,42,GU,"244,850","20,500","74,200","150,150",0,"147,706","172,963","189,639","871,756","247,846",101.2236063,1
10/21/21,42,IN,"8,771,310","470,800","3,290,060","5,010,450",0,"130,289","153,747","169,847","807,862","7,048,145",80.35453085,1
10/21/21,42,NE,"2,713,480","122,800","1,007,340","1,583,340",0,"140,274","167,767","186,067","868,430","2,276,430",83.89337677,1
10/21/21,42,NH,"2,248,800","130,300","861,920","1,256,580",0,"165,388","187,624","203,611","885,829","1,871,633",83.2280772,1
10/21/21,42,RP,"33,090","3,800","22,900","6,390",0,"184,788","216,388","237,255","1,090,640","31,518",95.24932004,1
10/21/21,42,WV,"3,079,635","130,200","1,221,960","1,727,475",0,"171,841","197,687","214,971","839,112","1,583,779",51.4274906,0
10/21/21,42,LTC,"106,855,155","2,497,000","30,638,120","73,720,035",0,0,0,0,0,"8,076,885",7.558722834,0
10/21/21,42,MD,"10,514,070","474,300","3,917,340","6,122,430",0,"173,910","203,647","223,182","1,095,910","8,321,252",79.14396613,1
10/21/21,42,MT,"1,425,045","84,200","591,100","749,745",0,"133,334","155,302","169,610","690,305","1,154,583",81.02080987,1
10/21/21,42,PR,"4,978,970","194,300","2,047,260","2,737,410",0,"155,900","174,805","189,967","917,059","4,926,629",98.94875848,1
10/21/21,42,OK,"5,195,210","256,500","2,240,720","2,697,990",0,"131,293","156,236","172,901","817,973","4,366,147",84.04178079,1
10/21/21,42,IH2,"2,189,365","88,100","1,040,900","1,060,365",0,"105,116",0,0,0,"1,699,112",77.60752547,1
10/21/21,42,MA,"11,543,950","494,500","4,503,900","6,545,550",0,"167,486","191,864","208,386","987,226","10,178,352",88.17044426,1
10/21/21,42,MP,"86,860","2,800","20,760","63,300",0,"152,702","178,813","196,055","901,224","71,634",82.47064241,1
10/21/21,42,IA,"4,483,895","223,600","1,743,700","2,516,595",0,"142,117","167,542","184,657","810,898","3,613,995",80.5994565,1
10/21/21,42,NY,"31,039,975","1,436,200","11,651,520","17,952,255",0,"159,559","185,057","201,228","941,705","27,013,498",87.028092,1
10/21/21,42,AR,"4,256,950","201,800","1,850,240","2,204,910",0,"141,061","166,466","183,675","812,578","3,161,353",74.26333408,0
10/21/21,42,MO,"8,210,105","340,300","3,190,120","4,679,685",0,"133,771","156,810","172,234","773,053","6,615,814",80.58135675,1
10/21/21,42,MS,"3,969,225","179,800","1,655,060","2,134,365",0,"133,368","157,420","174,275","815,550","2,916,983",73.4899886,0
10/21/21,42,PA,"20,285,625","1,180,100","8,184,340","10,921,185",0,"158,457","183,058","199,517","847,579","17,099,948",84.29588933,1
10/21/21,42,WI,"7,923,035","358,900","3,080,740","4,483,395",0,"136,078","158,467","173,910","778,873","7,141,619",90.13741578,1
10/21/21,42,WY,"705,375","38,500","317,600","349,275",0,"121,877","143,743","158,502","711,214","553,637",78.48832181,1
10/21/21,42,DE,"1,618,635","68,600","638,140","911,895",0,"166,225","192,739","210,160","856,847","1,268,810",78.38765379,1
10/21/21,42,VT,"1,120,670","61,900","463,240","595,530",0,"179,598","203,407","219,746","896,256","946,774",84.48285401,1
10/21/21,42,KY,"6,109,095","299,500","2,604,920","3,204,675",0,"136,740","160,505","176,319","813,934","5,196,008",85.05364543,1
10/21/21,42,RI,"1,779,595","75,700","700,260","1,003,635",0,"167,988","191,872","208,172","951,421","1,523,454",85.60678132,1
10/21/21,42,NM,"3,112,415","150,600","1,277,840","1,683,975",0,"148,434","174,128","192,007","824,249","2,924,916",93.97577123,1
10/21/21,42,GA,"15,252,615","657,900","6,284,160","8,310,555",0,"143,656","169,698","187,990","1,005,480","11,112,900",72.85898189,1
10/21/21,42,OR,"7,041,465","369,700","2,783,420","3,888,345",0,"166,949","193,035","210,119","919,155","5,482,628",77.86203581,1
10/21/21,42,VA2,"6,631,120","542,900","3,138,260","2,949,960",0,0,0,0,0,"5,898,904",88.95788343,1
10/20/21,42,TN,"9,033,920","409,200","3,497,780","5,126,940",0,"132,284","154,808","169,839","790,098","7,243,138",80.17713241,1
10/20/21,42,IL,"18,760,535","920,200","6,990,760","10,849,575",0,"148,049","173,103","190,386","918,179","15,700,472",83.6888287,1
10/20/21,42,RP,"33,090","3,800","22,900","6,390",0,"184,788","216,388","237,255","1,090,640","31,518",95.24932004,1
10/20/21,42,DC,"1,268,815","57,800","485,480","725,535",0,"179,783","208,086","219,677","1,452,680","1,038,530",81.85038796,1
10/20/21,42,DE,"1,612,475","68,600","631,980","911,895",0,"165,592","192,005","209,360","853,586","1,264,504",78.42006853,1
10/20/21,42,NV,"4,199,220","206,800","1,503,200","2,489,220",0,"136,331","160,165","175,882","846,665","3,541,997",84.34892671,1
10/20/21,42,MT,"1,416,995","83,400","587,360","746,235",0,"132,581","154,424","168,652","686,406","1,151,591",81.26994097,1
10/20/21,42,OH,"15,746,665","732,500","6,243,380","8,770,785",0,"134,712","157,456","172,830","769,511","12,617,505",80.12810967,1
10/20/21,42,KS,"4,053,805","198,900","1,624,960","2,229,945",0,"139,148","165,347","183,176","852,559","3,234,862",79.79816493,1
10/20/21,42,NC,"15,236,810","721,300","5,922,520","8,592,990",0,"145,277","169,571","186,101","870,131","11,977,720",78.6104178,1
10/20/21,42,AL,"6,981,680","315,200","3,103,740","3,562,740",0,"142,391","166,751","183,012","821,532","4,722,919",67.64731411,1
10/20/21,42,US,"496,915,265","23,875,400","193,659,240","279,361,275","19,350","149,675","175,250","192,409","908,494","410,189,737",82.54722,1
10/20/21,42,GU,"244,850","20,500","74,200","150,150",0,"147,706","172,963","189,639","871,756","247,806",101.2072698,1
10/20/21,42,IH2,"2,169,895","87,400","1,035,000","1,047,495",0,"104,181",0,0,0,"1,696,072",78.16378212,1
10/20/21,42,LA,"6,005,010","259,900","2,563,280","3,181,830",0,"129,174","153,059","168,625","810,369","4,747,194",79.05389,1
10/20/21,42,DD2,"5,516,560","198,500","1,903,820","3,414,240",0,0,0,0,0,"6,105,354",110.6732094,1
10/20/21,42,CT,"5,897,165","275,200","2,325,280","3,296,685",0,"165,405","189,867","207,804","935,696","5,254,042",89.09436992,1
10/20/21,42,MI,"14,104,550","706,200","5,763,980","7,634,370",0,"141,231","164,102","179,838","798,943","11,114,005",78.797303,1
10/20/21,42,MP,"86,860","2,800","20,760","63,300",0,"152,702","178,813","196,055","901,224","71,559",82.38429657,1
10/20/21,42,PR,"4,973,190","194,300","2,041,480","2,737,410",0,"155,719","174,602","189,747","915,994","4,859,150",97.70690442,1
10/20/21,42,IN,"8,751,810","469,100","3,279,280","5,003,430",0,"129,999","153,405","169,469","806,066","7,037,030",80.40656733,1
10/20/21,42,OR,"7,009,005","366,400","2,774,600","3,868,005",0,"166,179","192,145","209,151","914,918","5,469,322",78.03278782,1
10/20/21,42,WA,"11,947,645","599,400","4,556,140","6,792,105",0,"156,898","183,784","200,739","987,635","10,032,178",83.96782797,1
10/20/21,42,SD,"1,265,955","69,200","524,680","672,075",0,"143,101","171,515","189,640","833,573","1,005,436",79.42114846,1
10/20/21,42,ND,"987,440","42,300","384,680","560,460",0,"129,575","154,954","169,695","823,931","787,246",79.72595803,1
10/20/21,42,ME,"2,251,640","123,000","922,640","1,206,000",0,"167,506","190,022","205,560","789,315","1,903,235",84.52661171,1
10/20/21,42,AK,"1,120,305","71,200","439,820","609,285",0,"153,142","183,995","203,115","1,223,200","845,003",75.42615627,1
10/20/21,42,AZ,"10,370,610","473,800","4,139,360","5,757,450",0,"142,479","167,105","183,926","792,477","8,559,033",82.53162543,1
10/20/21,42,ID,"2,355,800","122,700","920,720","1,312,380",0,"131,825",0,"175,955","810,472","1,654,003",70.20982257,0
10/20/21,42,FM,"88,470","11,500","74,000","2,970",0,"85,360","99,956","109,593","503,787","75,042",84.82197355,1
10/20/21,42,NH,"2,240,560","130,000","856,320","1,254,240",0,"164,782","186,936","202,865","882,583","1,868,872",83.41093298,1
10/20/21,42,IA,"4,479,145","222,700","1,741,020","2,515,425",0,"141,967","167,365","184,461","810,039","3,606,128",80.50929363,1
10/20/21,42,MA,"11,483,550","480,300","4,481,100","6,522,150",0,"166,609","190,860","207,295","982,061","10,157,403",88.45176796,1
10/20/21,42,NM,"3,100,995","150,000","1,271,700","1,679,295",0,"147,890","173,489","191,302","821,225","2,916,382",94.04665277,1
10/20/21,42,LTC,"106,242,245","2,495,500","30,324,880","73,421,865",0,0,0,0,0,"8,071,200",7.596978019,0
10/20/21,42,MN,"8,263,970","389,600","3,090,360","4,784,010",0,"146,534","172,956","190,569","897,885","6,985,558",84.53029234,1
10/20/21,42,VI,"115,260","1,500","30,480","83,280",0,"110,107","128,933","141,366","649,828","106,765",92.62970675,1
10/20/21,42,PA,"20,156,785","1,164,600","8,110,780","10,881,405",0,"157,450","181,895","198,250","842,195","17,058,311",84.6281339,1
10/20/21,42,WY,"702,365","38,300","315,960","348,105",0,"121,357","143,129","157,826","708,179","552,014",78.59360874,1
10/20/21,42,RI,"1,764,925","75,700","698,460","990,765",0,"166,603","190,290","206,456","943,578","1,520,320",86.14077085,1
10/20/21,42,GA,"15,191,605","653,300","6,265,640","8,272,665",0,"143,082","169,019","187,238","1,001,460","11,112,199",73.14697163,0
10/20/21,42,SC,"7,300,675","351,200","3,073,280","3,876,195",0,"141,796","165,175","180,820","779,135","5,550,905",76.03276409,1
10/20/21,42,TX,"43,329,345","2,098,400","16,639,780","24,591,165",0,"149,433","179,782","200,635","1,160,330","33,629,302",77.61322494,1
10/20/21,42,AR,"4,232,540","200,600","1,832,880","2,199,060",0,"140,252","165,512","182,622","807,919","3,154,876",74.53859857,0
10/20/21,42,CO,"8,632,545","385,900","3,332,120","4,914,525",0,"149,903","174,887","191,868","1,024,740","7,481,171",86.66240373,1
10/20/21,42,KY,"6,084,385","298,000","2,587,560","3,198,825",0,"136,187","159,856","175,606","810,642","5,183,331",85.19071361,1
10/20/21,42,WI,"7,905,825","358,000","3,067,940","4,479,885",0,"135,782","158,123","173,532","777,182","7,122,435",90.09097722,1
10/20/21,42,WV,"3,073,295","129,600","1,216,220","1,727,475",0,"171,487","197,280","214,529","837,385","1,582,635",51.49635814,0
10/20/21,42,HI,"2,455,760","100,500","915,380","1,439,880",0,"173,445","202,770","220,049","914,799","1,944,508",79.18151611,1
10/20/21,42,BP2,"258,780","12,800","110,260","135,720",0,0,0,0,0,"235,136",90.86328155,1
10/20/21,42,NE,"2,695,850","122,500","1,000,540","1,572,810",0,"139,363","166,677","184,858","862,788","2,271,863",84.27260419,1
10/20/21,42,VA,"13,351,725","597,000","4,956,540","7,798,185",0,"156,425","182,726","200,036","982,535","11,395,923",85.35169051,1
10/20/21,42,VT,"1,118,150","61,900","460,720","595,530",0,"179,194","202,949","219,252","894,241","944,870",84.50297366,1
10/20/21,42,MO,"8,174,025","339,300","3,183,120","4,651,605",0,"133,183","156,121","171,477","769,655","6,602,401",80.77294846,1
10/20/21,42,NJ,"14,543,675","685,500","5,577,680","8,280,495",0,"163,740","190,903","209,454","985,654","11,986,277",82.41573743,1
10/20/21,42,UT,"4,214,640","188,600","1,552,480","2,473,560",0,"131,463","162,586","185,277","1,151,940","3,612,593",85.71533986,1
10/20/21,42,AS,"68,550",600,"18,600","49,350",0,"123,094","144,143","158,040","726,473","65,357",95.34208607,1
10/20/21,42,OK,"5,186,540","256,500","2,237,900","2,692,140",0,"131,073","155,976","172,612","816,608","4,356,617",83.9985231,1
10/20/21,42,CA,"60,856,555","2,894,100","22,999,120","34,963,335",0,"154,020","180,872","198,763","1,042,400","52,756,139",86.6893287,1
10/20/21,42,MS,"3,962,095","179,400","1,649,500","2,133,195",0,"133,128","157,137","173,962","814,085","2,916,844",73.61872949,0
10/20/21,42,MD,"10,467,170","471,000","3,899,480","6,096,690",0,"173,135","202,739","222,186","1,091,020","8,300,797",79.30316408,1
10/20/21,42,NY,"30,913,935","1,427,400","11,590,440","17,896,095",0,"158,911","184,305","200,411","937,881","26,959,297",87.20758778,1
10/20/21,42,FL,"34,199,745","1,836,600","13,239,300","19,123,845",0,"159,233","182,925","198,285","760,444","27,895,167",81.56542395,1
10/20/21,42,VA2,"6,628,280","542,400","3,138,260","2,947,620",0,0,0,0,0,"5,885,582",88.79501168,1
10/20/21,42,MH,"57,140","11,300","43,500","2,340",0,"97,821","114,546","125,591","577,347","41,351",72.36786839,0